normalisasi,Score,Sentiment
yang bayar abang gojek yang pajak taunan ribu ya,-2,Negatif
begini amat ya negara kita,1,Positif
ya allh aku pengin punya rumah sendiri saja susah gaji susmi di bwh juta miris banget,1,Positif
sudahlah ikhlasin saja muka mu,-2,Negatif
sila ke tidak membuatmu miskin kawa,-2,Negatif
andai anggota dpr bisa merasakan gaji guru honorer yang dikasih setiap bulannya tidak ada tunjangan apapun masa dibilang beban negara,-2,Negatif
hidup ini pilihan kamu mau jadi apa itu terserah kamu,-2,Negatif
tag gue kalau jadi,-1,Negatif
tolong demo rakyat jangan diam dpr anjing,-3,Negatif
rumah puan maharani uya kuya eko samperin rame,1,Positif
saya setuju tapi gua mau juga tapi tidak ada uang bagaimana nih,-3,Negatif
kapan terealisasikan inj bang,0,Netral
info titik kumpul kak,-2,Negatif
wakil rakyatnya kayarakyatnya menderita wkwk aturan sama dong kalau mau kayak naamanya kan wakil rakyattttt,-2,Negatif
gass lah sakit hati banget gue lihat ini,1,Positif
besok bang di gedung dpr ayo kita rame kan setidaknya emosi kita tersalurkan kita maki tuh dpr dihalalkan pakai bahasa binatang,-1,Negatif
gas lah jangan omon doang,-2,Negatif
omong doang kamu datang kagak,-3,Negatif
setuju buat miskin indonesia saja,-1,Negatif
iya apa lagi pas habis lihat tanggal gajian juga masih semingguan lagi mau ngutang juga susah entah kesiapa tapi gamakan gamungkin juga setiap hari harus makan,-6,Negatif
mereka langsung mendadak kena stroke kak,0,Netral
negara lagi banyak ya utang malah tambah tunjangan sri melayani anjing,-2,Negatif
juta per bulan sekali lagi perbulanbulan,-2,Negatif
real pemerintah memperkaya diri sendiri,-1,Negatif
tau kan kenapa gus dur dulu mau bubarin dpr,-1,Negatif
dpr bukan perwakilan rakyat lagi kalau kayak begini,-5,Negatif
sakkarep mu pak bu kami hanya butuh keadilan yang akan kami tagih suatu saat nanti di akhirat,-5,Negatif
rakyat makin sengsara,0,Netral
pantas lah semua kena pajak ternyata buat gaji dpr wokwok,-2,Negatif
joget yang gembira menyambut kenaikan gaji dan menari di atas penderitaan rakyat indonesia,-3,Negatif
ini tidak akan terjadi kalau pak anies yang jadi presiden,-1,Negatif
dia makin jaya kita yang bayar pajak makin melarat,-1,Negatif
fungsi dpr apa rakyat selalu menderita,-2,Negatif
gajih segitu masih saja ada yang korup,-5,Negatif
kode keras dari pak prabowo pak prabowo tidak melarang kalau kita mengibarkan bendera one piece sengaja bikin berita gaji dpr naik untuk memancing amarah kita buat demo tapi kita belum bergerak sampai sekarang dan menurutku itu sudah taktik yang pintar dari pak prabowo sebab dia paham tidak tidak berhak membubarkan dpr dan itu bukan ranah dia yang berhak itu kita sebagai rakyat sebab sesua dengan kepanjangannya dewan perwakilan rakyat jadi yang berhak melengserkan itu rakyat gas kita bubarkan prabowo belajar dari kisah pak gus dur yang ingin hapus dpr namun dia yang di lengserkan,-28,Negatif
timbang di kasihkan dpr buwat byar utang negara ajaakn lebih meringankan negara,0,Netral
dpr layak naik gaji karena mereka bekerja keras memikirkan penderitaan rakyat,-2,Negatif
kata krisdayanti tentang gaji dpr tanggal cair juta tanggal cair lagi juta jadi sebulan juta dana aspirasi juta kali dalam tahun dana kunjungan dapil juta kali dalam tahun ya allah kuatkan rakyat indonesia,5,Positif
jadi pengin jadi dpr,0,Netral
sudahlah ikhlasin saja muka mu,-2,Negatif
anggota dpr yang tidak bisa hidup tanpa rakyat,-3,Negatif
jadi lebih baik malah kak,1,Positif
bisa abang karena yang mengasih kita nyawa dan rezeki itu allah bukan dpr,-2,Negatif
mungkin tambah sejahtera kak kan tidak perlu gaji mereka habisin puluhan triliun,0,Netral
tidak bisa di bubarkan asalkan gaji dpr perbulan cukup juta,-1,Negatif
ya masih lah memang ada gunanya mereka,1,Positif
mati hidup allah yang menentukan bukan dpr,-1,Negatif
lebih makmur lebih sejahtera,3,Positif
bisa lah bangkan gaji mereka saja dari kita semua lhoookita kerja keras banting tulangmereka kerjanya cuma duduk dikursi ber ac,-3,Negatif
itu yang paling bawah yang,-3,Negatif
insya allah bisa lah,1,Positif
justru mungkin yang tidak bisa hidup anggota dpr karena tidak ada rakyatnya mereka dpat uang dari rakyat abang,-7,Negatif
pertanyaannya sekarang rakyat sejahtera tidak makin menderita iya,-1,Negatif
anak sultanapakah seperti ini kah gaji dpr gaji pemerintah besar banget sedangkan rakyat gaji kecil kebanyakan orang kerja gaji hanya juta an per bulan dan belum lagi pajak terlalu banyak dan besar,-4,Negatif
dulure dpr iki paling kok ngomonge ngene,0,Netral
itu sarkas saja kak artinya sebaliknya,-2,Negatif
rakyatnya idh sejahtera memang sekarang buta,-1,Negatif
om burhan dapat tunjangan juga dari anggota dpr ya cie,-2,Negatif
siang malam apaan nyantai kakyk begitu giliran rapat saja pada molor,-3,Negatif
lantas bagaimana gaji guru n kesehatan n tenaga lainx mereka juga pada lembur apa lagi kesehatan nyawa taruhanx namun gajix bagus kalau sampai sejuta dalam sebulan pak n dpr apa mbuat rakyatx mnderita lagian kalau tanpa kalian rakyat juga hidup kok dengan hasil keringat mereka walaupun sedikit tapi berkah tanpa korupsi,-4,Negatif
sampai ribuan tahun juga tetap tidak sejahtera rakyatnya prettt,0,Netral
ya allah mengakak bacanya lagi ngejokes sarkas wkwkwkhahaha,1,Positif
tapi maaf kalau yang korupsi bagaimana apakah msi di bilang wajar juga,-3,Negatif
bjir komentar ini dimana mana dibayar berapa kak p info,0,Netral
ya ampun pada tidak mengerti sarkas,-1,Negatif
apa memikirkan siapa rakyat apa memikirkan uang kampanyenya,-4,Negatif
nakes bagaimana om jaga nyawa,0,Netral
bantuan bsu saja cuman sekali itu pun rbjaman bp jokowi sampai kali total,-4,Negatif
kalian sadar tidak sih,-1,Negatif
gapapa mereka kayak di dunia mereka akan sengsara di hari penghakiman,-2,Negatif
belum dipotong bensin ya kak,1,Positif
haduhh susah kak orang buta kayak begitu,-3,Negatif
ya kali wd tidak mengajak kalau boleh info boleh link ya bang,1,Positif
puas banget memang main disini memang dari kemarin gua mencoba dikasih wd teros,1,Positif
mkasih kak awal ya gua juga ragu pas gua coba rell nyatanya,-1,Negatif
benaran bang baru juga main sudah dapat sc saja isi juta lumayan lah buat jajan sama pacar thanks info ya bang,3,Positif
gaji kita buat bayar gaji dia,0,Netral
benar juga ya tiap ada pencoblosan rakyat juga yang memilih mungkin memilih karena dapat serangan pajar giliran begini saja saling menyalahkan,-4,Negatif
semoga kakak jadi orang sukses kelak,1,Positif
ya allah kak sabar,3,Positif
biyarin mereka lagi menikmati surga dunia tidak memikirkan kan surga akhirat,-4,Negatif
yang bapa nambhin gundik,-1,Negatif
jangan lupa numpang berak doang,-2,Negatif
kan kata sri mulyani guru tuh beban negara,-1,Negatif
itu kak joget joget begitu kayak walang sangit,-3,Negatif
merem melek menikmati gaji mengalir soal kerja ya biarkan saja mengalir seperti air,-4,Negatif
cuma jadi beban negara kak,-2,Negatif
kerjanya cuma duduk ber ac sambil senyum tanpa adu mental boleh rakyat ya kerja di uji mentalnya harus byr pajak ngejar uang ribu sehari mandi kringat,0,Netral
krjanya kan rampok duit rakyat tapi,-1,Negatif
pantas rakyat menderita sedangkan dpr bahagia,-1,Negatif
makanya kerja keras biar bisa beli rumah mewah,2,Positif
tidak enak lah kerja kerasyg enak tuh kerja lembutsantai,1,Positif
kalau tidak ada dpr uang negara di apakan serius bertanya dengan nada kalem,-1,Negatif
tidak guna banyak yang krupsi mempersulit rkyat nanti kalau ada pemilu serentak jangan nyoblos bubarkn dpr negeri ini maju banyak sekali rkyat yang ksulitan,-5,Negatif
kalau tidak di coblos takutnya disalah gunakan mending di coblos lebih dari tidak sih biar tidak sah,-4,Negatif
coblos saja semua biar tidak sah,-3,Negatif
jadi tidak ikhlas bayar pajak bjir,-1,Negatif
kerja orang itu apasi,-1,Negatif
keren kan anggota dpr sedangkan rakyat kecil,-2,Negatif
berarti itu dia masih miskin mas masih butuh rumah,-2,Negatif
harta ini di gowo mati,0,Netral
lihat saja akhir hayat hidup ya nanti bagaimana,0,Netral
itulah yang dikatakan manusia tamak akan hartatahtadan jabatan seakan mereka semua akan hidup kekal abadi di muka bumi ini,1,Positif
iya tidak ada otak,-1,Negatif
itupun harusss kerja sampai pinggang sakit pulang malam tapi tidak dibuat lembur,-2,Negatif
benar banget mau kay begitu dong harus si berapa ya,1,Positif
harus punya orang dalam kak,1,Positif
curiga honorer nih,0,Netral
tidak kak aku swasta,-1,Negatif
bisa tidak sih negara bikin pt buat masyarakat biar orang yang nganggur bisa kerja di pt negara,-1,Negatif
pas sudah akhir bulan di potong buat pak jak,0,Netral
belum lagi bayar kosan kasih orang tua dll juga sudah buat ssegalanya,-1,Negatif
kerja lembur bagai kuda tapi gaji tidak seberapa ya,1,Positif
nafa urbach tidak kuliah kak kocaggg kan tbtb banget jadi dpr coba,0,Netral
juta sebulan pas gajihan cuma numpang lewat semangat buat rakyat,2,Positif
senasib ssh ya cari uang juta perbulan,1,Positif
semangat kerja biar yang kayak tambah kayak,-1,Negatif
enak banget ya gue saja sebulan cuman juta,2,Positif
sama kakak sedih banget,1,Positif
suamiku gaji ya juta sebulan taruhan nyawa di laut mau renov saja susah karena bagaimana mau nabung duit juta buat kebutuhan a sampai saja saja suka nombokliat dpr gaji ya pengin menangis gede banget huhu,2,Positif
belum dipotong ppn buat bayar mereka,1,Positif
bahkan juta juga enggaa,1,Positif
saya sebagai rakyat yang bayr pajak tidak ihlas gaji dpr tunjangan rumah smahal itu bulanlbih baik perbaiki rumah dinasnya biar irit biaya sampai strusnya,-5,Negatif
miriss masih banyak yang lebih penting dari naikin gaji dpr anggaran harusnya bisa di alokasi kan ke kebutuhan yang penting pendidikan kesehatan itu saja masih bobrok mikir tidak sih pemerintah nih,-5,Negatif
ternyata efesiensi buat naikin gaji dpr ya di kasih tunjangan rumah padahal rakyat masih banyak yang tidak punya rumah dan memiliki rumah yang tidak layak huni,0,Netral
tarunkan gaji dpr dan lihat siapa yang kerja dengan iklas dan kerja dengan kruptor,2,Positif
harusnya gedein bansos buka gaji dpr,0,Netral
pajak naik gaji dpr naik tapi umr minim banget,1,Positif
oh berarti efesiensi besar nih buat naikin gaji dpr tapi,2,Positif
syukurlah gaji dpr naik,1,Positif
anjay lah pajak di naikin gaji dpr di naikin oh tuhan,-1,Negatif
keuangan indonesia melemahgaji dpr malah yang naik yang di babat habis rakyat ya dpr dibebaskan pajak,-1,Negatif
gedungnya ya bang,1,Positif
anda saudara mereka puas ya,1,Positif
tinggal joget dapat tunjangan mbak,-1,Negatif
juta rakyat antri menjadi saksi untuk seluruh anggota dpr,1,Positif
kita tuntut di ahirat kelak kak,-1,Negatif
iya loh bantuan listrik kalau rakyat ya listrik hari tidak di bayar di ancam di cabut,-3,Negatif
benar kak asli tidak ikhlas banget saya sekeluarga sekarang gelapan tidak bisa beli listrik perkara gaji dosen ayah saya belum turun sampai detik ini,-2,Negatif
sama kak yaallah,1,Positif
percuma bos mereka yang penting uang,0,Netral
bantuan beras saya saja kalau beli beras liter dpr sampai berjuta ya allah,-1,Negatif
tolong baca ri kami sebagai rakyat tidak ikhlas sampai akhirat,-1,Negatif
pantas ada yang namanya akhirat soalnya dunia benerse gaadil itu,-3,Negatif
kak kita masuk surga jalur wni,-2,Negatif
tidak bisa abang kalau mau meminta keadilan diakhirat soalnya gaji mereka sudah ada aturannya,-2,Negatif
iya kakak kita tidak ada yang iklas kita tunggu pertanggung jawaban kelak di akhirat,-2,Negatif
sama abang saya juga tidak ikhlas,0,Netral
itu serius dapat bantuan listrik,-2,Negatif
bukan cuma listrik doang tapi beras juga,-2,Negatif
dapat tunjangan beras sama bensin juga padahal rakyat krj kemana duit sendiri,-1,Negatif
wakil rakyat harusnya visi misi menyampaikan kesejahteraan rakyat bukan pribadi,1,Positif
orang ini ada dimna,0,Netral
mungkin dia hantu tiktok,-2,Negatif
biarkan bang selagi tidak memakan ternak warga,-3,Negatif
ia siluman tiktok,-1,Negatif
itu hewan bukan orang,-2,Negatif
iya kakak heran aku ada dimana tdii aku tengok dia tidak pakai baju,-1,Negatif
iyya cok jengkel aku lihat ya,-1,Negatif
bukan mahluk halus tapi mahluk kasar dia ya,-1,Negatif
dimana ada postingan pasti muncul dan di bela ya mulu,2,Positif
baru mau bikin sudah duluan,0,Netral
iya itu dulu sekarang kan naik lagi itu,-2,Negatif
sudah lebih dari cukup tapi masih pada korupsi,-3,Negatif
modalny juga gede bisa gila kalau tidak ke pilih,-3,Negatif
waduh saya orang jawa timur kalau nguli bangunan ribu doang kalau kerja pt tidak sampai juta perbulan makan sendiri bensin sendiri bikin gila di hidup di negeri sendiri dan orang jawa timur dan madura banyak yang merantau ke malaysia di sana tidak susah cari pekerjaan tampa ijasah pun selagi kita punya keterampilan langsung kerja di terima besoknya,-6,Negatif
ya allah binasakan yang zholim pada seluruh rakyat indonesia,0,Netral
bisa kita makan juga cari duit sendiriii bukan dari mereka,-3,Negatif
bisa lebih sejahtera uang pajak yang buat gaji dan tunjangan itu bisa dialokasikan ke subsidi bensin misal,-2,Negatif
hidup ya masih sih tapi kalau kekuasaan sepenuh berada ditangan rakyat itu ide tidak cukup baik ntahlah,-2,Negatif
yess benar mash hidup tanpa mereka yang nakes apa kabar gajinya hello,-1,Negatif
malah rakyat makin sejahtra kalau tidak ada dpr karena gaji dpr itu dari rakyat abang,-4,Negatif
malah tambah makmur rakyatnya,2,Positif
bisa lah kita kan tetap kerja kak,2,Positif
masih kok bro buktinya saya masih hidup sehat lagi,-2,Negatif
maklum umur sgitu lagi lucu lucu ya,0,Netral
iya sangat berjasa karena mereka rekap semua aspirasi rakyat bayangkn berapa jlh rakyat indonesia jadi mereka sampai tidak tidur mengetik mrekap mmbuat simpulan walau tidak pernah ada eksekusinya,-4,Negatif
kenapa tidak bapak saja yang jadi dpr,-3,Negatif
orang ini ada dimana mana,0,Netral
mikir doang tidak ada tindakan,0,Netral
demi memikirkan rakyat supaya hidup sejahtera sejahtera dimanenyaaa kalau rakyat sudah sejahtera mah tidak bakal ada pemulung tidak bakal ada pengangguran,-6,Negatif
minum obbbattt dulu kak,-1,Negatif
memang sekarang rakyat sudah sejahterangakk yang ada rakyat makin sengsara semua di pakein pajak goblog,-3,Negatif
salah muklau jadi dpr tidak enak mengapai daftar dpr pertanyaan kau tau dari mana kalau rakyat sejahtera,-5,Negatif
pikirin dulu itu kumis sampai ke mata,-2,Negatif
kita panas panas cari uang eh uang ya buat bayar mereka kayak kerjanya benar saja cuihhh,-1,Negatif
tidak om burhangak yohanes selalu ada dimnamna ngeriiii,-1,Negatif
kami masyarakat iklas gaji dpr naik,1,Positif
lah sekarang begini mereka dapat rumah dinas bisa punya sendiri sedangkan kita buat makan saja mikir keras bagaimana mau punya rumah,2,Positif
sudah lah ya anggota dpr kenyang masyarakat kelaparan pajak naik harga bahan pokok naik gaji tidak naik apa masyarakat tidak mati mendadak hikks,0,Netral
taat pajak bantu negara buat bayar tunjangan anggota dpr haha capek deh,-2,Negatif
hidup loh enak banget iya rakyat cari duit kerja ribu perhari saja susah,-1,Negatif
mending tni polri yang di naikan gajinya karena kerjanya taruhanya nyawa,-2,Negatif
pak yang bingung besok mau makan apa banyak loh ini jadi malas bayar pajak ya kalau ceritanya begini,-5,Negatif
anggota dpr banyak tunjangan giliran guru gaji dipotong sana sini,0,Netral
ditengah ekonomi lagi susah astagaaaaa how dare you,-2,Negatif
naikin lagi sebulan,-1,Negatif
uang kita cuma buat menafkahi dpr bjiir,0,Netral
itu kalau tidak korupsi kalau korupsi lebih itu,-6,Negatif
yang kayak semakin banyak uang yang miskin semakin menderita,-3,Negatif
tidak diterusin ocehanya wakil dpr tadi karena ada hitungan yang nyleneh dari seorang wakil bisa bisanya sebulan dikali ini jadi hari patesan difisit terus negara ini hitungan ya saja dilebihi lebihkan,-4,Negatif
kenapa sih gajinya tidak samain saja umr anjir tunjanganya pun yang masuk akal,-5,Negatif
kenapa harus dpr kenapa tidak ke rakyatnya langsungkan yang lebih membutuhkan rakyat bukan dpr dan gunanya dpr apa coba contoh negara lain rakyatnya tidak ada yang susah karena apa karena dpr,-11,Negatif
busettt kerja mereka begitu doang joget duduk doang sudah menghasilkan beratus juga bjir emanglah,1,Positif
kebahagiaanmu penderitaan rakyat pendapatmu dari rakyat semua serba pajak pajak pajak tak lupa royalti,-6,Negatif
kita demo mpr dpr demi kemakmuran rakyat indonesia,-2,Negatif
tidak usah di mengadakan dpr sudah,-2,Negatif
mmgnya kalian indak punya rumah waktu belum jadi anggota dpr kan sudah ada rumah loh terus buat apa lagi ada biaya rumah sama listrik ada saja kalian ini,2,Positif
sama sakit hati banget,1,Positif
bayar pajak buat bayar nih ta,-1,Negatif
tunjangan di gedein daripada gaji supaya pajak yang mereka dapat itu kecil,-6,Negatif
saya juga tidak ikhlas mari kita tuntut di akhirat karena menyusahkan rakyat,-3,Negatif
yang harus di bantu rakyat jeliti kayak kita pak bukan ente ente padeee,-4,Negatif
saya juga mau ikut mengadili sumpah tidak ikhlas,-3,Negatif
indonesia tidak ikhlas anggota dpr dan orang korupsi buat masuk surga,-2,Negatif
kita meminta bareng keadilan di akhirat,1,Positif
kelmaaan kaksecepatnya saja di dunia juga perlu keadilan allah agar seluruh rakyat indonesia melihat,1,Positif
diskon bayar lstrik bulan ternyata pembodohan bulan kemudian di hitung hutang njiirrrr,-1,Negatif
iya betul kayak bujang muka nya,0,Netral
setiap saaat dia muncul,-1,Negatif
aku juga herann buat sayembra dong,1,Positif
