normalisasi,Score,Sentiment,tokenize,stopword removal
percuma om kita beli rokok minyak itu sudah sama pajak,-2,Negatif,"['percuma', 'om', 'kita', 'beli', 'rokok', 'minyak', 'itu', 'sudah', 'sama', 'pajak']",om beli rokok minyak pajak
mending langsung bubarin dpr saja kak,0,Netral,"['mending', 'langsung', 'bubarin', 'dpr', 'saja', 'kak']",mending langsung bubarin dpr
saya juga tidak iklas dunia akhirat pajak semua dipajakin tapi jalan semua rusak bertahun duitnya dipakai dpr dari pada untuk rakyat,-7,Negatif,"['saya', 'juga', 'tidak', 'iklas', 'dunia', 'akhirat', 'pajak', 'semua', 'dipajakin', 'tapi', 'jalan', 'semua', 'rusak', 'bertahun', 'duitnya', 'dipakai', 'dpr', 'dari', 'pada', 'untuk', 'rakyat']",iklas dunia akhirat pajak dipajakin jalan rusak bertahun duitnya dipakai dpr rakyat
tambahi pajak di mana mana,-1,Negatif,"['tambahi', 'pajak', 'di', 'mana', 'mana']",tambahi pajak
kesenjangan wakil rakyat dengan rakyatnya,-1,Negatif,"['kesenjangan', 'wakil', 'rakyat', 'dengan', 'rakyatnya']",kesenjangan wakil rakyat rakyatnya
ikhlasin saja ini memang janji prabowo saat kampanye akan menaikan gaji pejabat sebagai solusi biar mereka tidak korupsi,-3,Negatif,"['ikhlasin', 'saja', 'ini', 'memang', 'janji', 'prabowo', 'saat', 'kampanye', 'akan', 'menaikan', 'gaji', 'pejabat', 'sebagai', 'solusi', 'biar', 'mereka', 'tidak', 'korupsi']",ikhlasin janji prabowo kampanye menaikan gaji pejabat solusi korupsi
bahkan ada yang cacingan masyarakat ingat ya selagi dpr di pegang keluarga megawati banteng maka akan begini terus sampai ajal menjemput,-4,Negatif,"['bahkan', 'ada', 'yang', 'cacingan', 'masyarakat', 'ingat', 'ya', 'selagi', 'dpr', 'di', 'pegang', 'keluarga', 'megawati', 'banteng', 'maka', 'akan', 'begini', 'terus', 'sampai', 'ajal', 'menjemput']",cacingan masyarakat selagi dpr pegang keluarga megawati banteng ajal menjemput
tenang saja bun nanti diakhirat kita semua tuntut mereka,-4,Negatif,"['tenang', 'saja', 'bun', 'nanti', 'diakhirat', 'kita', 'semua', 'tuntut', 'mereka']",tenang bun diakhirat tuntut
itu belum tunjangan beras dll naik juga lo,-1,Negatif,"['itu', 'belum', 'tunjangan', 'beras', 'dll', 'naik', 'juga', 'lo']",tunjangan beras dll
belum dapat proyek diperjual belikan,-1,Negatif,"['belum', 'dapat', 'proyek', 'diperjual', 'belikan']",proyek diperjual belikan
belum juga biaya kos ganti ya rumah dinas,2,Positif,"['belum', 'juga', 'biaya', 'kos', 'ganti', 'ya', 'rumah', 'dinas']",biaya kos ganti rumah dinas
memang kepmimpinn rada makin kesini makin tidak karuan,1,Positif,"['memang', 'kepmimpinn', 'rada', 'makin', 'kesini', 'makin', 'tidak', 'karuan']",kepmimpinn rada kesini karuan
kesanya kayak aji mumpung ya,0,Netral,"['kesanya', 'kayak', 'aji', 'mumpung', 'ya']",kesanya aji mumpung
kayaknya pak presiden prabowo sengaja mengikuti cara almarhum gusdur biar rakyat demo besar besaran bubarin dpr itu sih dalam pikiran ku,-1,Negatif,"['kayaknya', 'pak', 'presiden', 'prabowo', 'sengaja', 'mengikuti', 'cara', 'almarhum', 'gusdur', 'biar', 'rakyat', 'demo', 'besar', 'besaran', 'bubarin', 'dpr', 'itu', 'sih', 'dalam', 'pikiran', 'ku']",kayaknya presiden prabowo sengaja mengikuti almarhum gusdur rakyat demo besaran bubarin dpr pikiran ku
bukannya prabowo yang bilang saat kampanye akan menaikan gaji pejabat sebagai solusi biar mereka tidak korupsi,-4,Negatif,"['bukannya', 'prabowo', 'yang', 'bilang', 'saat', 'kampanye', 'akan', 'menaikan', 'gaji', 'pejabat', 'sebagai', 'solusi', 'biar', 'mereka', 'tidak', 'korupsi']",prabowo bilang kampanye menaikan gaji pejabat solusi korupsi
bedakan legislatif eksekutif sama yudikatif bang jangan ujungnya selalu presiden yang disalahkan,0,Netral,"['bedakan', 'legislatif', 'eksekutif', 'sama', 'yudikatif', 'bang', 'jangan', 'ujungnya', 'selalu', 'presiden', 'yang', 'disalahkan']",bedakan legislatif eksekutif yudikatif ujungnya presiden disalahkan
lah kan memang janjinya prabowo mau naikin gaji pejabat biar tidak korupsi tapi apa hasilnya pejabat akan puas akan penghasilan dan tidak bakal korupsi ya tidak tau kok tanya saya wkwkkw,-8,Negatif,"['lah', 'kan', 'memang', 'janjinya', 'prabowo', 'mau', 'naikin', 'gaji', 'pejabat', 'biar', 'tidak', 'korupsi', 'tapi', 'apa', 'hasilnya', 'pejabat', 'akan', 'puas', 'akan', 'penghasilan', 'dan', 'tidak', 'bakal', 'korupsi', 'ya', 'tidak', 'tau', 'kok', 'tanya', 'saya', 'wkwkkw']",janjinya prabowo naikin gaji pejabat korupsi hasilnya pejabat puas penghasilan korupsi wkwkkw
sri mulyani jadi menteri keuangan caranya begini cari muka ke pejabat,-3,Negatif,"['sri', 'mulyani', 'jadi', 'menteri', 'keuangan', 'caranya', 'begini', 'cari', 'muka', 'ke', 'pejabat']",sri mulyani menteri keuangan cari muka pejabat
sebelum pak prabowo juga sudah segitu,-1,Negatif,"['sebelum', 'pak', 'prabowo', 'juga', 'sudah', 'segitu']",prabowo segitu
lagi mana yang nganggurkita mencari kerja susah benar ini rakyat kecil,-4,Negatif,"['lagi', 'mana', 'yang', 'nganggurkita', 'mencari', 'kerja', 'susah', 'benar', 'ini', 'rakyat', 'kecil']",nganggurkita mencari kerja susah rakyat
mana beli emak kena pajak persen,-1,Negatif,"['mana', 'beli', 'emak', 'kena', 'pajak', 'persen']",beli emak kena pajak persen
ketua dpr puan maharani dan anggota dpr mayoritas dari pdip,-2,Negatif,"['ketua', 'dpr', 'puan', 'maharani', 'dan', 'anggota', 'dpr', 'mayoritas', 'dari', 'pdip']",ketua dpr puan maharani anggota dpr mayoritas pdip
pdip abang mayoritas dpr dari pdip,-1,Negatif,"['pdip', 'abang', 'mayoritas', 'dpr', 'dari', 'pdip']",pdip mayoritas dpr pdip
sesuai yang praboowo bilang pengin mensejahterakan pejabat wwkwk rkyt yang memilih saja oon sudah jls dia mengomong begitu waktu itu,-6,Negatif,"['sesuai', 'yang', 'praboowo', 'bilang', 'pengin', 'mensejahterakan', 'pejabat', 'wwkwk', 'rkyt', 'yang', 'memilih', 'saja', 'oon', 'sudah', 'jls', 'dia', 'mengomong', 'begitu', 'waktu', 'itu']",sesuai praboowo bilang pengin mensejahterakan pejabat wwkwk rkyt memilih oon jls mengomong
bukan orang orang prbowo itu tapi bekas jokwi anak buahnya rakyat tidak sengasara cuman mereka keenakan lebih baik bayar pajak kalau begitu,-4,Negatif,"['bukan', 'orang', 'orang', 'prbowo', 'itu', 'tapi', 'bekas', 'jokwi', 'anak', 'buahnya', 'rakyat', 'tidak', 'sengasara', 'cuman', 'mereka', 'keenakan', 'lebih', 'baik', 'bayar', 'pajak', 'kalau', 'begitu']",orang orang prbowo bekas jokwi anak buahnya rakyat sengasara cuman keenakan bayar pajak
selamat menikmati pasilitas kami para tkus,1,Positif,"['selamat', 'menikmati', 'pasilitas', 'kami', 'para', 'tkus']",selamat menikmati pasilitas tkus
mangkanya kerja biar bisa kayak,0,Netral,"['mangkanya', 'kerja', 'biar', 'bisa', 'kayak']",mangkanya kerja
kalau mereka bilang guru jadi beban ya sudah kakak buat guru honorer mogok kerja saja biar sekalian negara kita tambah ancurr,2,Positif,"['kalau', 'mereka', 'bilang', 'guru', 'jadi', 'beban', 'ya', 'sudah', 'kakak', 'buat', 'guru', 'honorer', 'mogok', 'kerja', 'saja', 'biar', 'sekalian', 'negara', 'kita', 'tambah', 'ancurr']",bilang guru beban kakak guru honorer mogok kerja negara ancurr
kalau kita mogok ngopi kakak,-1,Negatif,"['kalau', 'kita', 'mogok', 'ngopi', 'kakak']",mogok ngopi kakak
sudah muak banget sama dpr,1,Positif,"['sudah', 'muak', 'banget', 'sama', 'dpr']",muak dpr
dpr yang bilang guru beban negara mungkin dia sekolah ya yang mengajar bukan guru tapi isi sendiri,-3,Negatif,"['dpr', 'yang', 'bilang', 'guru', 'beban', 'negara', 'mungkin', 'dia', 'sekolah', 'ya', 'yang', 'mengajar', 'bukan', 'guru', 'tapi', 'isi', 'sendiri']",dpr bilang guru beban negara sekolah mengajar guru isi
dpr tidak ada guna bubar kan,0,Netral,"['dpr', 'tidak', 'ada', 'guna', 'bubar', 'kan']",dpr bubar
dpr sampah rakyat,-1,Negatif,"['dpr', 'sampah', 'rakyat']",dpr sampah rakyat
ya jelas dpr dong jadi beban,0,Netral,"['ya', 'jelas', 'dpr', 'dong', 'jadi', 'beban']",dpr beban
setuju dpr jadi beban rakyat,-1,Negatif,"['setuju', 'dpr', 'jadi', 'beban', 'rakyat']",setuju dpr beban rakyat
benar mereka pengin lebih kayak raya lagi lagian heran banget sih kok banyak banget artis jadi dapat mereka itu bukan memikirkan rakyat nya pengin lebih kayak lagi,-3,Negatif,"['benar', 'mereka', 'pengin', 'lebih', 'kayak', 'raya', 'lagi', 'lagian', 'heran', 'banget', 'sih', 'kok', 'banyak', 'banget', 'artis', 'jadi', 'dapat', 'mereka', 'itu', 'bukan', 'memikirkan', 'rakyat', 'nya', 'pengin', 'lebih', 'kayak', 'lagi']",pengin raya heran artis memikirkan rakyat nya pengin
kan memang niatnya memperkaya diri sendiri,-2,Negatif,"['kan', 'memang', 'niatnya', 'memperkaya', 'diri', 'sendiri']",niatnya memperkaya
ia memang hampir stngnya,0,Netral,"['ia', 'memang', 'hampir', 'stngnya']",stngnya
tapi kata uya kuya jthari itu sedikit kak ngeri tidak sih,-5,Negatif,"['tapi', 'kata', 'uya', 'kuya', 'jthari', 'itu', 'sedikit', 'kak', 'ngeri', 'tidak', 'sih']",uya kuya jthari ngeri
kayaknya kalau versi artis besar segitu dikit kak,-3,Negatif,"['kayaknya', 'kalau', 'versi', 'artis', 'besar', 'segitu', 'dikit', 'kak']",kayaknya versi artis segitu dikit
karena modalnya sangat besar buat jadi anggota dpr jadi wajar gajih segitu,-3,Negatif,"['karena', 'modalnya', 'sangat', 'besar', 'buat', 'jadi', 'anggota', 'dpr', 'jadi', 'wajar', 'gajih', 'segitu']",modalnya anggota dpr wajar gajih segitu
lah guru juga modalnya juga besar kuliah tahun dengan gaji segitu memang sebanding sama apa yang dikerjakan anggota dpr lulusan sama saja bisa modal besar kan pasti untuk nyogok supaya dapat suara kan,-2,Negatif,"['lah', 'guru', 'juga', 'modalnya', 'juga', 'besar', 'kuliah', 'tahun', 'dengan', 'gaji', 'segitu', 'memang', 'sebanding', 'sama', 'apa', 'yang', 'dikerjakan', 'anggota', 'dpr', 'lulusan', 'sama', 'saja', 'bisa', 'modal', 'besar', 'kan', 'pasti', 'untuk', 'nyogok', 'supaya', 'dapat', 'suara', 'kan']",guru modalnya kuliah gaji segitu sebanding anggota dpr lulusan modal nyogok suara
kalau kuliah mereka pun ada juga yang kuliah jadi kuliah tidak bisa dikatakan modal,-4,Negatif,"['kalau', 'kuliah', 'mereka', 'pun', 'ada', 'juga', 'yang', 'kuliah', 'jadi', 'kuliah', 'tidak', 'bisa', 'dikatakan', 'modal']",kuliah kuliah kuliah modal
guru juga modal dikira kesekolah naik motor pakai bensin setiap hari dengan gaji yang ke cukup untuk bensin doang lihat gaji dpr sengaja dibuat kecil supaya pajak pendapatan juga kecil tapi lihat tunjangannya jomplang banget sama guru guru tidak dapat tunjangan apapun selain gaji terutama yang honorer,-2,Negatif,"['guru', 'juga', 'modal', 'dikira', 'kesekolah', 'naik', 'motor', 'pakai', 'bensin', 'setiap', 'hari', 'dengan', 'gaji', 'yang', 'ke', 'cukup', 'untuk', 'bensin', 'doang', 'lihat', 'gaji', 'dpr', 'sengaja', 'dibuat', 'kecil', 'supaya', 'pajak', 'pendapatan', 'juga', 'kecil', 'tapi', 'lihat', 'tunjangannya', 'jomplang', 'banget', 'sama', 'guru', 'guru', 'tidak', 'dapat', 'tunjangan', 'apapun', 'selain', 'gaji', 'terutama', 'yang', 'honorer']",guru modal kesekolah motor bensin gaji bensin lihat gaji dpr sengaja pajak pendapatan lihat tunjangannya jomplang guru guru tunjangan apapun gaji honorer
guruu gaji segitu hanya untuk membeli makan beda dengan dpr makan saja dikasi tunjangan juta hak beras apa tidak menjerit gaji mereka bisa bersih untuk memperkaya harta karena listrik bensin dan makan ditanggung tunjangan,-9,Negatif,"['guruu', 'gaji', 'segitu', 'hanya', 'untuk', 'membeli', 'makan', 'beda', 'dengan', 'dpr', 'makan', 'saja', 'dikasi', 'tunjangan', 'juta', 'hak', 'beras', 'apa', 'tidak', 'menjerit', 'gaji', 'mereka', 'bisa', 'bersih', 'untuk', 'memperkaya', 'harta', 'karena', 'listrik', 'bensin', 'dan', 'makan', 'ditanggung', 'tunjangan']",guruu gaji segitu membeli makan beda dpr makan dikasi tunjangan juta hak beras menjerit gaji bersih memperkaya harta listrik bensin makan ditanggung tunjangan
aneh banget kuliah itu modal utama guru bahkan guru yang dulu lulusan sama pun diupayakan untuk kuliah lagi bahkan ada study lanjutan namanya ppg itu modal utama mereka untuk membagikan ilmu bagi muridnya apa itu tidak terhitung modal sama kan kayak dpr mau dapat suara rakyat modal dulu bagi uang untuk dapat suara lihat tunjangan yang didapat masa efesiensi tunjangan makin besar,-4,Negatif,"['aneh', 'banget', 'kuliah', 'itu', 'modal', 'utama', 'guru', 'bahkan', 'guru', 'yang', 'dulu', 'lulusan', 'sama', 'pun', 'diupayakan', 'untuk', 'kuliah', 'lagi', 'bahkan', 'ada', 'study', 'lanjutan', 'namanya', 'ppg', 'itu', 'modal', 'utama', 'mereka', 'untuk', 'membagikan', 'ilmu', 'bagi', 'muridnya', 'apa', 'itu', 'tidak', 'terhitung', 'modal', 'sama', 'kan', 'kayak', 'dpr', 'mau', 'dapat', 'suara', 'rakyat', 'modal', 'dulu', 'bagi', 'uang', 'untuk', 'dapat', 'suara', 'lihat', 'tunjangan', 'yang', 'didapat', 'masa', 'efesiensi', 'tunjangan', 'makin', 'besar']",aneh kuliah modal utama guru guru lulusan diupayakan kuliah study lanjutan namanya ppg modal utama membagikan ilmu muridnya terhitung modal dpr suara rakyat modal uang suara lihat tunjangan efesiensi tunjangan
karena sangat susah bisa jadi anggota dewan coba saja ibu mencalonkan diri kalau memang bisa,-7,Negatif,"['karena', 'sangat', 'susah', 'bisa', 'jadi', 'anggota', 'dewan', 'coba', 'saja', 'ibu', 'mencalonkan', 'diri', 'kalau', 'memang', 'bisa']",susah anggota dewan coba mencalonkan
berarti valid ya modal ya untuk dapat suara pantas saja dari awal mau kerja juga caranya sudah kotor,1,Positif,"['berarti', 'valid', 'ya', 'modal', 'ya', 'untuk', 'dapat', 'suara', 'pantas', 'saja', 'dari', 'awal', 'mau', 'kerja', 'juga', 'caranya', 'sudah', 'kotor']",valid modal suara kerja kotor
kebanyakan masyarakat juga bisa dibeli suaranya jadi masyarakat pun sudah korupsi duluan,-1,Negatif,"['kebanyakan', 'masyarakat', 'juga', 'bisa', 'dibeli', 'suaranya', 'jadi', 'masyarakat', 'pun', 'sudah', 'korupsi', 'duluan']",kebanyakan masyarakat dibeli suaranya masyarakat korupsi duluan
masih masyarakat yang disalahin mengakak banget,-1,Negatif,"['masih', 'masyarakat', 'yang', 'disalahin', 'mengakak', 'banget']",masyarakat disalahin mengakak
memang kenyataan kayak begitu coba kalau suara tidak bisa dibeli mungkin yang terpilih orang yang berkualitas dan punya tujuan benar untuk masyarakat tapi kenyataannya suara mereka jual dluan tapi pas sudah perpilih wajar saja mereka tidak terlalu memikirkan pemilihhya,-7,Negatif,"['memang', 'kenyataan', 'kayak', 'begitu', 'coba', 'kalau', 'suara', 'tidak', 'bisa', 'dibeli', 'mungkin', 'yang', 'terpilih', 'orang', 'yang', 'berkualitas', 'dan', 'punya', 'tujuan', 'benar', 'untuk', 'masyarakat', 'tapi', 'kenyataannya', 'suara', 'mereka', 'jual', 'dluan', 'tapi', 'pas', 'sudah', 'perpilih', 'wajar', 'saja', 'mereka', 'tidak', 'terlalu', 'memikirkan', 'pemilihhya']",kenyataan coba suara dibeli terpilih orang berkualitas tujuan masyarakat kenyataannya suara jual dluan pas perpilih wajar memikirkan pemilihhya
kalau memang susah dan merugikan mengapai jadi anggota dpr sekarang gua tanya kerja mereka apa pantas tidak sebagai wakil rakyat tiap jalan di kawal sampai rakyat sendiri yang sebagai atasannya di suruh minggir demi wakil ya lewat,-9,Negatif,"['kalau', 'memang', 'susah', 'dan', 'merugikan', 'mengapai', 'jadi', 'anggota', 'dpr', 'sekarang', 'gua', 'tanya', 'kerja', 'mereka', 'apa', 'pantas', 'tidak', 'sebagai', 'wakil', 'rakyat', 'tiap', 'jalan', 'di', 'kawal', 'sampai', 'rakyat', 'sendiri', 'yang', 'sebagai', 'atasannya', 'di', 'suruh', 'minggir', 'demi', 'wakil', 'ya', 'lewat']",susah merugikan mengapai anggota dpr gua kerja wakil rakyat jalan kawal rakyat atasannya suruh minggir wakil
masyarakat yang bisa dibeli kan memang sengaja dibegoin di miskinin buat apa ya supaya bisa dikendalikan,-2,Negatif,"['masyarakat', 'yang', 'bisa', 'dibeli', 'kan', 'memang', 'sengaja', 'dibegoin', 'di', 'miskinin', 'buat', 'apa', 'ya', 'supaya', 'bisa', 'dikendalikan']",masyarakat dibeli sengaja dibegoin miskinin dikendalikan
kamu anak dpr atau sodaranya,-1,Negatif,"['kamu', 'anak', 'dpr', 'atau', 'sodaranya']",anak dpr sodaranya
pasti ini anggota dpr,0,Netral,"['pasti', 'ini', 'anggota', 'dpr']",anggota dpr
namanya juga orang tidak waras dia,-2,Negatif,"['namanya', 'juga', 'orang', 'tidak', 'waras', 'dia']",namanya orang waras
abang loh di bayar berapa memang sama anggota dpr sampai sebegitunya,0,Netral,"['abang', 'loh', 'di', 'bayar', 'berapa', 'memang', 'sama', 'anggota', 'dpr', 'sampai', 'sebegitunya']",bayar anggota dpr sebegitunya
betul sebenarnya guru harus lebih besar ini malah pejabat kayak begitu,0,Netral,"['betul', 'sebenarnya', 'guru', 'harus', 'lebih', 'besar', 'ini', 'malah', 'pejabat', 'kayak', 'begitu']",guru pejabat
padahal guru yang paling berjasa buat masa depan ya allah dpr bersenang diatas penderitaan rakyatnya,3,Positif,"['padahal', 'guru', 'yang', 'paling', 'berjasa', 'buat', 'masa', 'depan', 'ya', 'allah', 'dpr', 'bersenang', 'diatas', 'penderitaan', 'rakyatnya']",guru berjasa allah dpr bersenang diatas penderitaan rakyatnya
tinggal tunggu teguran dari yang maha esa saja kita yang tidak menikmati pasti kena imbas dari teguran itu,-7,Negatif,"['tinggal', 'tunggu', 'teguran', 'dari', 'yang', 'maha', 'esa', 'saja', 'kita', 'yang', 'tidak', 'menikmati', 'pasti', 'kena', 'imbas', 'dari', 'teguran', 'itu']",tinggal tunggu teguran maha esa menikmati kena imbas teguran
merasakan sebulan ribu,0,Netral,"['merasakan', 'sebulan', 'ribu']",merasakan sebulan ribu
sedih aku lihat ya kak soalnya bapak ku guru mana perjuangaan pergi kesekolah dengan jalan jelek becek berlumpur sedangkan mereka duduk tidur gaji tba naik itu tidak adil,-2,Negatif,"['sedih', 'aku', 'lihat', 'ya', 'kak', 'soalnya', 'bapak', 'ku', 'guru', 'mana', 'perjuangaan', 'pergi', 'kesekolah', 'dengan', 'jalan', 'jelek', 'becek', 'berlumpur', 'sedangkan', 'mereka', 'duduk', 'tidur', 'gaji', 'tba', 'naik', 'itu', 'tidak', 'adil']",sedih lihat ku guru perjuangaan pergi kesekolah jalan jelek becek berlumpur duduk tidur gaji tba adil
di bilang beban negara,-1,Negatif,"['di', 'bilang', 'beban', 'negara']",bilang beban negara
umr kita juga lemah sedih banget ternyata kita belum merdeka,0,Netral,"['umr', 'kita', 'juga', 'lemah', 'sedih', 'banget', 'ternyata', 'kita', 'belum', 'merdeka']",umr lemah sedih merdeka
tapi guru yang sudah sertifikasi juga lumayan kok,0,Netral,"['tapi', 'guru', 'yang', 'sudah', 'sertifikasi', 'juga', 'lumayan', 'kok']",guru sertifikasi lumayan
nakes juga bedanya kak tidak ngotakkk,-1,Negatif,"['nakes', 'juga', 'bedanya', 'kak', 'tidak', 'ngotakkk']",nakes bedanya ngotakkk
aku bulan pun cuma,-3,Negatif,"['aku', 'bulan', 'pun', 'cuma']",
perawat ribu kakak,0,Netral,"['perawat', 'ribu', 'kakak']",perawat ribu kakak
aku disini menangis jadi apalah arti guru ini ya,1,Positif,"['aku', 'disini', 'menangis', 'jadi', 'apalah', 'arti', 'guru', 'ini', 'ya']",menangis apalah arti guru
srimul memang guru perlu di gaji pemerintah,2,Positif,"['srimul', 'memang', 'guru', 'perlu', 'di', 'gaji', 'pemerintah']",srimul guru gaji pemerintah
guru juga dibilang beban negara tauk,-1,Negatif,"['guru', 'juga', 'dibilang', 'beban', 'negara', 'tauk']",guru dibilang beban negara tauk
betul ke abang macam mana lah guru nak hidup sikit sangat itu gaji,-1,Negatif,"['betul', 'ke', 'abang', 'macam', 'mana', 'lah', 'guru', 'nak', 'hidup', 'sikit', 'sangat', 'itu', 'gaji']",guru nak hidup sikit gaji
guru kurang di hargai di negara ini padahal kalau di pikir semua profesi berasal dari sekolah yang pastinya di didik oleh guru bukan dpr,-4,Negatif,"['guru', 'kurang', 'di', 'hargai', 'di', 'negara', 'ini', 'padahal', 'kalau', 'di', 'pikir', 'semua', 'profesi', 'berasal', 'dari', 'sekolah', 'yang', 'pastinya', 'di', 'didik', 'oleh', 'guru', 'bukan', 'dpr']",guru hargai negara pikir profesi berasal sekolah pastinya didik guru dpr
sejahterakan dulu sekolah pak guru,2,Positif,"['sejahterakan', 'dulu', 'sekolah', 'pak', 'guru']",sejahterakan sekolah guru
sependapat kaksaya pribadi sebagai guru honorer dari tahun sekarangitu pun kemarin ada kata guru adalah beban negara beban apanya gaji kita pun tak sepadan dengan pengabdian kita selama initoh kita menjadi tenaga pendidik itu juga keluar biaya banyak untuk kuliahjadi tolong dong para pejabat berpikirlah dengan bijak pekerjaan kami adalah pekerjaan yang nyata kok tidak hanya makan gaji buta saja,-9,Negatif,"['sependapat', 'kaksaya', 'pribadi', 'sebagai', 'guru', 'honorer', 'dari', 'tahun', 'sekarangitu', 'pun', 'kemarin', 'ada', 'kata', 'guru', 'adalah', 'beban', 'negara', 'beban', 'apanya', 'gaji', 'kita', 'pun', 'tak', 'sepadan', 'dengan', 'pengabdian', 'kita', 'selama', 'initoh', 'kita', 'menjadi', 'tenaga', 'pendidik', 'itu', 'juga', 'keluar', 'biaya', 'banyak', 'untuk', 'kuliahjadi', 'tolong', 'dong', 'para', 'pejabat', 'berpikirlah', 'dengan', 'bijak', 'pekerjaan', 'kami', 'adalah', 'pekerjaan', 'yang', 'nyata', 'kok', 'tidak', 'hanya', 'makan', 'gaji', 'buta', 'saja']",sependapat kaksaya pribadi guru honorer sekarangitu kemarin guru beban negara beban apanya gaji sepadan pengabdian initoh tenaga pendidik biaya kuliahjadi tolong pejabat berpikirlah bijak pekerjaan pekerjaan nyata makan gaji buta
