normalisasi,Score,Sentiment
beli beras bulog saja lebih murah telur stabil,1,Positif
gue juga mau abang gaji ribu perbulan tapi tunjanganya gede,0,Netral
lah enak banget rakyat ya mau beli bensin beras telor jadi satu pakai duit gaji mana kga naik,0,Netral
demi allah saya tidak ikhlas dunia akhirat gaji dpr di naikan dimana masih banyak rakyat yang miskin dan kelaparan,-2,Negatif
lah eluu buzzer dengar mangkanya demger juta per bulan selama tahun,1,Positif
habis makan cuci tangan ya dasko,2,Positif
maksud ya bagaimana ya berrti benar juta perbualan,3,Positif
tunjangan mulu yang di urus rakyat susah mencari kerja di urus tidak,-4,Negatif
dari mukanya mase bodoh,-1,Negatif
mengira gua hoki doang ternyata memang buat semua new member ya di kasih,0,Netral
betul sekali sampai pada kurang tidur saking beratnya tugas,-4,Negatif
berasnya kagak dimasak mbak anggota dewan kan ada temboloknya jadi kalau makan beras langsung terus tersimpan di tembolok,-3,Negatif
sudah benar pakai rumah dinas bisa ngirit anggaran sekarang rumah dinas ya siapa yang pakai,2,Positif
belok belok sudah penjelasanya biawak juga,2,Positif
sangat membela temannya,0,Netral
memang dpr kerja ya mengapai sih bertanya dengan rasa penasaran yang mendalam,0,Netral
makanya negara banyak hutang gaji dpr mahal,0,Netral
kok menghilang bapak nih,-1,Negatif
ini ana dpr nongol terus takut bapaknya tidak kirim duit jajan,-1,Negatif
subhanallah lebih bersyukur orang yang jual sayur walaupun seikat seribu rupiah,2,Positif
kak kok mau bedakan ai perhatikan terus mulut nya mau semirip apapun ai seperti asli ya pasti tetap ada bedanya mulut dari ai itu menampak editannya,-2,Negatif
mana yang harus kita percaya yang mengomong lain yang satunya lain lagi hadeeeh masih mending dengar anak sd mengomong,-6,Negatif
miris banget lihat negara sendiri,0,Netral
agak lain ini manusia,0,Netral
enak benar kita yang apa di pajakin mobil rumah bensin beras pajak nah kita makin pakai indomiegila benar indonesia,0,Netral
banyak banget pak nasib rkyat bagaimana pak,1,Positif
tidak ada empati banget ya mereka ke rakyat sendiri,0,Netral
buat apa bayar buru buru politiknya terlalu mantap,0,Netral
beras juta buat berenang,2,Positif
mungkin mereka lupa yang mengajari membaca dan menulis dulu adalah guru,0,Netral
pekerjaan kamu apa cuxx,0,Netral
iya kasihan kasihan kasihan kasihan konoha,0,Netral
tujuannya mau menjelaskan dapat duitnya hanya setahun dalam periode tapi tetap ada yang ganjil oktober oktober itu bulan,-2,Negatif
gaji guru sangat berkah ya bu walau dapat dpr dapat juta tapi tidak bakalan berkah sampai kapanpun,3,Positif
kalau gajinya umr bukanya korupsinya makin banyak,0,Netral
juta dapat beras truck,1,Positif
kali ya tahun,1,Positif
saya tidak rela pajak saya dikasi ke dpr apalagi hanya untuk tunjangan gilaan,-6,Negatif
bilang ya cuma ya dasar manusia tidak tau bersyukur rakyat cuma makan beras oplosan,0,Netral
dpr rumah ya banyak masih mau ngotrak,2,Positif
hala pak kok ngitung akalan,0,Netral
pandainya bersilat lidah itupun akan kembali dapat juta setelah demo reda,0,Netral
ribu di rapel bulan ya bu,0,Netral
sebelum tahun kalau sekarang berarti tiap tanggal juta,0,Netral
sudah tidak bisa dipercaya lagi semua omongan anggota dpr,-5,Negatif
beras cuma dapat juta,0,Netral
tanggal trm juta tanggal trm juta uang sewa rumah juta uang asfirasi jutakali setahun uang kunjungan dapil juta kali setahun belum yang lainya uang rapat sidang prjalanan dinas dll,2,Positif
kasihan teman teman dpr apanya yang dkadianin gaji segitu gedenya,-3,Negatif
juta setahun dapat rumah baru mending langsung beli rumah subsidi unit di daerah ku hrg rumah subsidi juta,5,Positif
kamu orang mana bang,0,Netral
itu jatah untuk bulan ya bushett makan ya rakus benar kayak tidak pernah makann,-2,Negatif
pakenua fukumi kak beras porang wkwk mana main makan beras petani lokal,0,Netral
masa iya begitu kawaaannn,0,Netral
sangsi dengan omon omon,0,Netral
bocah guyoh rong lempeng ngpo i komen,0,Netral
setiap bulan juta,0,Netral
kasih pinjam lah tanah sama duitmu biar kita buat,2,Positif
kalau pun benar begitu adanya tetap masih kebesaran anggarannya kan banyak tuh rumah yang setahunnya juta jadi selama menjabat tahu cuma juta,1,Positif
beras sekilo taro lah ribu misal sehari adang kg berrti rbhari dikali hari dadinya kalau juta sebulan itu kalian mangan beras apa memangnya,-4,Negatif
cius nih kok sistemnya begtu atau rela reka nih,0,Netral
nah ini baru pastikan tanggalnya pastinya kapan harus turun ke gedung tikus,0,Netral
habis wd juta hari ini ketua,0,Netral
bukan ya dpr punya komplek perumahan dibeberapa lokasi di jakarta itukan fasilitas negara untul anggota dpr,0,Netral
kok tidak kasihan sama rakyat nya ya malah kasihan sama anggota parah,0,Netral
semakin dibuka semakin menyakiti hati rakyat,1,Positif
nah itu katanya mendingan dari pada renov padahal setahun bisa dapat rumah baru,-4,Negatif
waduh berarti uang rakyat buat para para di sana ya enak saja dpet bensin beras padahal kerja nya cuma duduk saja,3,Positif
sudahlah gaji dpr umr saja katanya mewakili rakyat,-4,Negatif
ribu tapi berkah itu buat keluarga,1,Positif
meminta tunjangan tapi kerja ya enggak becus wakil rakyat tapi kerja ya enggak mencerminkan sebagai wakil rakyat,3,Positif
yang kayak makin kayak yang miskin makin miskin,-4,Negatif
duitmu di abisin tikus berdasi,0,Netral
perubahan keputusan biasa setelah ada tekanan rakyat,1,Positif
kerja keras ngabisin duit rakyat,1,Positif
makannya di download kali ya makannya sampai jeti beras kok jeti,1,Positif
juta kali bulan juta wow untuk kotrak rumah selama tahun juta tahun juta per tahun wow,4,Positif
lihat saja wawancara krisdayanti bulan bisa tmbus jta lebih ksluruhan gaj tunjangan dpr setiap bulan ini masih belum detail,0,Netral
gunanya apa sih orang seperti ini tanya mode halus,-2,Negatif
coba tampilkan sprin gaji ya,1,Positif
lahemang rumah dinasnya dipakai untuk apa kok dikontrakkan rumah lagipake anggaran negara pula itu,0,Netral
alasan biat dekat dengan kantor dpr mereka tidak lihat apa banyak masyarakat gaji umr jarak rumah ya berpuluh kilo meter tiap hari pulang pergi ini dpr ringan banget dapat tunjangan rumah juta tiap bulan,2,Positif
beras basmati beras merah beras porang beras shirataki tapi rakyatnya makan beras bulog,0,Netral
soalnya dia makan sehari kg beras dimakan sendiri kak dia pengin perutnya mledak,-5,Negatif
lebih kasihan masiarakat pak beras mahal listrik naikkalian semua di tanggung nengara,0,Netral
bubarkan dpr secepatnya bpk presiden prabowo subianto tolong dengarkan rakyat indonesia khususnya,2,Positif
kali bulan xjtam orangitu baru rumah,0,Netral
kasihan sekali ya gaji enggak naik sabrr pak ya pak semoga barokah,2,Positif
kalau juta hari jadi hari lebih ribu sehari bayar kontrak rumah ribu rph lebihtinggak dihotelpun sehari tidak sebesar itu,0,Netral
gaji ku saja tidak nympe juta perbulan anjing banget,-1,Negatif
uang apresiasi berapa pak kd saja juta,0,Netral
wah ini dasco yang punya pendukung dikemayoran itu yahxkckckxkxkx,0,Netral
umr saja masih banyak yang di bawah juta,-1,Negatif
bgm dengan yang punya rumah di jakarta,1,Positif
mereka berbuat untuk keluarga mereka sendiri,-1,Negatif
beda beda penjelasan hemmm sudah diungkap bapak kecuali bisa tunjukkan rincian dipa ya masak di naik juta perhari kali hari jadi juta maaf ya pak tidak seperti itu,1,Positif
perbulan minimal juta bagaimana pejuang umr ngumpulin juta dalam setahun juga belum tentu,1,Positif
diulang lagi vt ya malah tambah bingung diangsur selama stahun dapat jtbulan jadi juta kali bulan okt nov juta buat byr biaya kontrakan selama masa priode tahun mau tanya kontrakannya stahun juta betul tidak buseeetttt kalau benar mah benar nyiksa pikiran rakya kecil yang ngontrak sbln juta saja bayarnya kempas kempis,-1,Negatif
pejabat hanya mementingkan kesejahteraan mereka saja tidak peduli duit ya hasil dari mana makanya negara jadi banyak utang ya begitu ibrat pemasukan negara tidak seberapa tapi gede buat bayar mereka mereka itu,-3,Negatif
kariawan gua ini brooo,-1,Negatif
nah benar membuat saja rumah susunbiar ngumpul di satu tempat,0,Netral
katanya efisiensi tapi kenapa naik semua buat kalian anjjjjj,0,Netral
pertanyaan ya buat apa tunjangan perumahan apakah mereka sekarang gelandangan kenapa tidak tepat sasaran lebih baik di alihkan untuk subsidi rakyat yang benar tidak mempunyai rumah,0,Netral
kenyang memang makan duit rakyat,1,Positif
tetap mubazir tidak mau nempatin karena kalau menempati tidak dapat tunjangan perumahan jadi bertahuntahun kosong sekarang disewakan oleh pemda untuk asn,-6,Negatif
biar masyarakat reda buat saja terus alasan yang beda beda,-3,Negatif
kasihan kali ah empat tahun tidak dapat tunjangan rumah lagi untung saja tidak du demo rumahmu kawan,-5,Negatif
apa yang di perjuang kah demi rakyat,-2,Negatif
setuju hidup dpr kalau bisa gaji ya jta tunjangan semua ya sama biar bangkrut negara ini,-1,Negatif
enak ya tapi lebih enak kalau kami tidak bayar pajak sama ingat pas pemilu kami akan golput buat apa ada dprri cuman buat uud kekayaan kau saja rakyat miskin kau abaikan,0,Netral
bagaimana prabowo kok begini amat mimpin indonesia,0,Netral
ya salam makanya lihat baik vidio fullnya,2,Positif
sudah begitu setlah habis masa kerjanya ada uang pensiun bulananhadeeeuhmana buat kesejahteraan rakyat,0,Netral
sebaiknya tunjangan itu di hapus di ganti saja ke juta perbulan gaji bersinya tidak pakai tunjangan ini itu baru adil,-6,Negatif
kalau juta pun sepertinya agak sedih kasihan bagaimana dengan yang bergaji juta ajaatau malah tidak ada pekerjaanmiris,-4,Negatif
benar banget kak enak banget jadi dpr ya gjinya gede,3,Positif
entar periode selanjutnya kan dapat tunjangan lainya yang cuma beda namanya tapi uang segitu juga mungkin lebih,-5,Negatif
gapapa mereka kayak di dunia mereka akan sengsara di hari penghakiman,-2,Negatif
ya kali wd tidak mengajak kalau boleh info boleh link ya bang,1,Positif
berjuang dalam rangka apa coba,0,Netral
beras juta mungkin punya istri atau simpanan ani ya kayak ya,2,Positif
omonganmu seng awal karo mburi tidak podo pak wes intine juta iku sak ulang juta peng iku juta,2,Positif
laailaaha ilaa anta subhanaka ini kuntumminadzolimin,0,Netral
dipakai ngekos yang mewah dan bagus paling mahal juta masih untung juta,2,Positif
juta sebulan buat beras tok sekeluarga paling banyak ge orang pora wetenge mbledosss sakmono akehe,2,Positif
lhayo mbak haduuuhh astaghfirullahh buta ya mereka mata telinga hati ketutuppp ya allah begitu bisanya mengomong menteri keuangan kasihan hahhh istighfarrr ya allah,3,Positif
aku berharap suatu saat gaji dpr sama dengan gaji pns,1,Positif
ayo kita rame tambah gajih angota dapat biar tidak di bilang cuman kasihan beliau gaji segitu tidak cukup,-3,Negatif
selain setoran wajib ke partai pengeluaran apalagi yang gede,-3,Negatif
jangan percaya omongan politisi tiba naik lagi,-1,Negatif
dpr tni dan polri yang tidak berdampak efisiensi anggran,-2,Negatif
awakke tambah lemu iki,1,Positif
gampang banget mengomong cuma juta kata ya cuma kerja woy kerja yang benar dan jujur,1,Positif
preetttt sudah lah penjelasan ya lain lain,0,Netral
bisa lah memang mereka gunanya spa,0,Netral
dan kalian percaya mulutnya,1,Positif
nih juga gerombolan yohanes kak,-1,Negatif
ini kurasa baru benar,0,Netral
mereka butuh tas hermes kak sama jalanjalan ke luar negeri,0,Netral
coba gue tanya ada tidak anggota dpr yang masih ngontrak rumah kalian loh main gede an mana ada yang ngontrak,-3,Negatif
keuangan indonesia melemahgaji dpr malah yang naik yang di babat habis rakyat ya dpr dibebaskan pajak,-1,Negatif
terus aku percaya gitudpr itu berbagai macam cara serok duit dengan trik tunjangan,0,Netral
jadi ingat gusdur tentang dpr,0,Netral
cuman orang tak bersyukur ya macam ini,2,Positif
jangan pakai telur juga kan tunjangan beras lauk tidak ngikut,-3,Negatif
mungkin lambung ya ada perut ya allah kasih kosong terus lapar terus biarkan saja nanti dia kelaparan di kasih nanah mendidih sama allah di akhirat,0,Netral
memang ada ya anggota dewan tidak punya rumah makanya pada ngontrakkocak kamu pada ahgw saja cuma dagang seblak bisa bikin rumah masa kamu dewan rumahnya ngontrak kocakkocak,-4,Negatif
rumahe sopo sewa juta perbulan,1,Positif
ya kali wd tidak mengajak kalau boleh info boleh link ya bang,1,Positif
pas rapat tidur giliran gaji naik joget geramm,3,Positif
kemarin kan sudah menjelaskam detailanya katanya nombok juta perbulan,0,Netral
bikin perut buncit gasi kalau makin kebanyakan,1,Positif
ini baru mantap katua,1,Positif
beratt banget kak pekerjaan ya sangking berat ya sampai ada yang tidurr waktu rapat,3,Positif
rumah apa yang harga ya juta pertahun jangan rumah mereka sendiri di jakarta di masukkan dalam daftar kontrakan tapi duit ya masuk kantong sendiri,2,Positif
kalau tidak terungkap masih terus berlanjut bahkan kedepane meminta menambah anggaran dan aneh lagi permintaanya,-2,Negatif
makanya tidak usah di komen biar malu sendiri,-3,Negatif
alah sih dasco di percaya,0,Netral
bulan,-1,Negatif
beras apa yang kamu makan sampai jtbln dpr tidak perlu dikasihani yang perlu dikasihani itu rakyat kecil,-4,Negatif
astaga uang beras juta bulan makin berapa kali sehari banyak amat apalagi beras bulig,2,Positif
kasihan dengan kawan kawan dpr tidak kasihan dengan rakyatnya tragis,-1,Negatif
kontrakan macam apa semahal itu,-2,Negatif
asal sudah gaduh alesan ya macasm plesetin saja rakyat kok di bodohin terus,0,Netral
hahahhahahaha jutaa bisa buat pesta kalau belida,1,Positif
dimane adek kamu ye,0,Netral
benar banget kak gereget sama ibu pakai baju putih,2,Positif
foto kamu noh munduran dikit wkwk,0,Netral
kagak percaya kata dia cuman buat nenangin rakyat saja sayang ya ku kagak percaya,-1,Negatif
nice info ya bang,1,Positif
lebih kak mengapai orang ngejar jadi dpr orang banyak uang panasnya yang menyusahkan rakyat logikanyankalo orang waras sih pasti lebih memilih jadi pengusahanatau kerja yang memang gajinya asli lebih dari gaji pokokndpr,3,Positif
biaya beras juta bisa buat makan satu rw,2,Positif
kita tambahkan yuk biar kerja bapak ya tambah semangat,4,Positif
anggota dpr jebule luwih nggragas ketimbang rakyat,-1,Negatif
maklumin orang dpr darah ijo ya guitu,1,Positif
beras berlapis emas,0,Netral
juta setiap tahun itu sudah banyak bos,1,Positif
buat beli beras dua belas juta sebulanhabis berapa karungbusetsedangkan rakyat banyak yang kelaparan,1,Positif
berarti juta untuk tahun jadi pertahun biaya kontrak juta per tahun itu besar lho,2,Positif
memang makmu jadi anggota dewan kah sampai kau bela anggota dpr,-3,Negatif
sabar sabar ya gaes pajak kita sampai oktober untuk kaum fakir miskin dulu,0,Netral
kwkwkwkw baru mau mengetik,0,Netral
mau diotw kan juga kah tempat ya,0,Netral
kamu ngitung kayak mana itu juta perbulan kamu dapat hasil jta perbulan darimana,0,Netral
memang tidak punya rumah sendirisetau saya kalau kerja di mana saja hanya dapat gaji dan bonusenak jadi dpr banyak tambah di tambah dan tambah,1,Positif
satubulan habis dasar lugakasihan,0,Netral
kok anggota dpr setiap orang mengomongnya beda siapa yang benar dulll bagaimana bau belarakyat kalau cara mengomongnya saja tidak pada benar wooooih dpr rakyat mu sudah pimter jangan di kibulin terus dasar kang kibul woooiiiih rakyat indonesia jangan pilih lagi jaleg yang sekarang ada di gedung dpr setan semua,-15,Negatif
meminta tunjangan tapi kerja ya enggak becus wakil rakyat tapi kerja ya enggak mencerminkan sebagai wakil rakyat,3,Positif
banget pakai banget malah bilang guru beban,2,Positif
gaji dpr harusnya umr atau sama kayak pns ke,0,Netral
benar abang mereka punya keluarga yang harus di cukupin buat turunan,0,Netral
sebangatnya manusia lebih banget lagi pejabat yang duduk di dprmpr,0,Netral
telurnya juga suka naik turun,1,Positif
dapat rumah bagus di malang coy,0,Netral
cuma juta abang katanya untuk beras sebulan juta itu cuma memang dunia semakin diminum semakin hauusss ya ini contohnya,1,Positif
sebaiknya anda tidak bicara,-2,Negatif
gaji beras bensin remont sewa rumah bayar sendiri total masa kerja tahu,1,Positif
kapan siayuk lah demo,-1,Negatif
betul ke abang macam mana lah guru nak hidup sikit sangat itu gaji,-1,Negatif
enteng banget bilang cuma,0,Netral
njuta kali sama kan anjing,0,Netral
lebih belum lagi dana aspirasi juta cair lima kali dalam stahun gji mereka sama lebih setahun,4,Positif
ternyata sudah berjalan lama selama tahun,-1,Negatif
ah tidak yakin tahun,0,Netral
cuman berarti kurang banyak,0,Netral
akan terjadi ngakal ngakali kalau begitu nanti pak,-1,Negatif
bukanya sama bos bos mau di gruduk lagi,2,Positif
penjelasannya sudah mulai muter muter makin kesini makin kesoni,3,Positif
kerja keras memikirkan bagaimana cara ya biar rakyat tambah miskin,1,Positif
jangan coba provokasi pco sedang memantau dan siap lapor,2,Positif
kapan terealisasikan inj bang,0,Netral
setiap pendapatannatura wajib bayar pajak bro,-2,Negatif
anda harus tanggung jawab sekarangharus turun anda sekarangawas kalau tidak turun rakyat murka sekarang,-7,Negatif
rumusnya teranginbelom habis masa jabatan sudah dikasih sampai kolo dipecat bagaimana uang diterima,2,Positif
